location_name,lat,lon,date,time,species_tvk,species,passes,percentile,activity_level,pass_definition,detector_make,detector_model,detector_height_m,roost_within_25m,activity_elevated_by_roost,roost_species,linear_feature_adjacent,linear_feature_25m,anthropogenic_feature_adjacent,anthropogenic_feature_25m,temperature_c,rainfall,wind_speed_mph,method_of_classification,analysis_software_used,site_name,reference_range_size,location_filter,date_filter,detector_make_filter
T1,52.565314,-2.604597,08/05/2019,01:24:15,NBNSYS0000040730,Myotis,1,0,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,14/05/2019,02:12:46,NBNSYS0000040730,Myotis,1,0,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,16/05/2019,00:12:45,NBNSYS0000040730,Myotis,1,0,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,16/05/2019,23:02:58,NBNSYS0000040730,Myotis,2,18,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,16/05/2019,23:46:30,NBNSYS0000040730,Myotis,2,18,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,19/05/2019,02:44:29,NBNSYS0000040730,Myotis,1,0,low,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,62,100,1,No
T1,52.565314,-2.604597,07/05/2019,22:09:39,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,07/05/2019,22:25:55,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,07/05/2019,22:26:01,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,07/05/2019,22:46:54,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,07/05/2019,22:47:02,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,03:56:12,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,04:19:18,NHMSYS0000080186,Nyctalus noctula,7,49,medium,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:40:26,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:42:40,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:43:50,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:44:09,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:47:37,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:48:03,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
T1,52.565314,-2.604597,08/05/2019,21:50:35,NHMSYS0000080186,Nyctalus noctula,18,65,medium/high,Pulses,Wildlife Acoustics,SM2,1,No,No,,Woodland edge,,None,,,,,Auto ID & Manual Verification,Kaleidoscope,Pant y Maen,139,100,1,No
